# version=2017
 permID|  trkSub|mode|stn |sys    | ctr|pos1      |pos2      |pos3      |prog|obsTime                 | ra        |dec        |rmsRA|rmsDec|  astCat|mag   |rmsMag|band| photCat|photAp|logSNR| exp|rmsFit|notes|remarks                                                                 
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T19:07:56.352Z| 99.50917  |+55.49103  |     |      |   UCAC4|11.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T19:09:02.880Z| 99.51125  |+55.49189  |     |      |   UCAC4|11.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K14 |       |    |          |          |          |    |2018-12-29T19:20:29Z    | 99.53829  |+55.49883  |0.2  |0.21  |   URAT1|13.3  |0.16  |   V|   URAT1| 7.6  |1.48  |  25|0.25  |     |                                                                        
    46P|   0046P| CCD|K14 |       |    |          |          |          |    |2018-12-29T19:22:19Z    | 99.54196  |+55.50001  |0.16 |0.2   |   URAT1|13.1  |0.15  |   V|   URAT1| 7.6  |1.57  |  25|0.22  |     |                                                                        
    46P|   0046P| CCD|K14 |       |    |          |          |          |    |2018-12-29T19:24:37Z    | 99.54671  |+55.50179  |0.19 |0.19  |   URAT1|13.2  |0.15  |   V|   URAT1| 7.6  |1.5   |  25|0.22  |     |                                                                        
    46P|   0046P| CCD|K14 |       |    |          |          |          |    |2018-12-29T19:26:54Z    | 99.55137  |+55.50364  |0.2  |0.21  |   URAT1|13.2  |0.16  |   V|   URAT1| 7.6  |1.58  |  25|0.26  |     |                                                                        
    46P|   0046P| VID|Z92 |       |    |          |          |          |    |2018-12-29T19:50:30.854Z| 99.59529  |+55.51692  |     |      |   UCAC4|11.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| VID|Z92 |       |    |          |          |          |    |2018-12-29T20:05:30.710Z| 99.62642  |+55.52803  |     |      |   UCAC4|11    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T20:05:57.408Z| 99.62833  |+55.53433  |     |      |   UCAC4|11.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T20:07:03.072Z| 99.63046  |+55.53514  |     |      |   UCAC4|11.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T20:08:08.736Z| 99.63271  |+55.53589  |     |      |   UCAC4|11.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T20:09:15.264Z| 99.635    |+55.53669  |     |      |   UCAC4|11.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T20:10:20.928Z| 99.63733  |+55.53758  |     |      |   UCAC4|11.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T20:11:28.320Z| 99.6395   |+55.53836  |     |      |   UCAC4|11.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T20:12:33.984Z| 99.64179  |+55.53914  |     |      |   UCAC4|11.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T20:13:41.376Z| 99.64404  |+55.54003  |     |      |   UCAC4|11.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T20:14:47.040Z| 99.64633  |+55.54081  |     |      |   UCAC4|11.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T20:15:52.704Z| 99.64854  |+55.54161  |     |      |   UCAC4|11.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| VID|Z92 |       |    |          |          |          |    |2018-12-29T20:21:39.686Z| 99.65996  |+55.53994  |     |      |   UCAC4|11.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|213 |       |    |          |          |          |    |2018-12-29T20:45:22.176Z| 99.71262  |+55.56178  |     |      |  USNOA2|12.1  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|A06 |       |    |          |          |          |    |2018-12-29T21:01:35.904Z| 99.7455   |+55.57358  |     |      |  USNOA2|11.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|213 |       |    |          |          |          |    |2018-12-29T21:02:45.024Z| 99.74783  |+55.57453  |     |      |  USNOA2|12.1  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Z80 |       |    |          |          |          |    |2018-12-29T21:05:16.483Z| 99.7505   |+55.57267  |     |      |   Gaia2| 6.4  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|A06 |       |    |          |          |          |    |2018-12-29T21:06:03.744Z| 99.75458  |+55.57683  |     |      |  USNOA2|11.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Z80 |       |    |          |          |          |    |2018-12-29T21:06:14.026Z| 99.75254  |+55.57336  |     |      |   Gaia2|12.2  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|Z80 |       |    |          |          |          |    |2018-12-29T21:07:13.987Z| 99.75454  |+55.57408  |     |      |   Gaia2|12    |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|Z80 |       |    |          |          |          |    |2018-12-29T21:08:14.035Z| 99.75658  |+55.57481  |     |      |   Gaia2|12.1  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|Z80 |       |    |          |          |          |    |2018-12-29T21:09:13.997Z| 99.75858  |+55.57556  |     |      |   Gaia2|12.1  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|J38 |       |    |          |          |          |    |2018-12-29T21:09:18.144Z| 99.76346  |+55.57711  |     |      |  USNOA2|11.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J38 |       |    |          |          |          |    |2018-12-29T21:09:51.840Z| 99.76471  |+55.57747  |     |      |  USNOA2|11.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Z80 |       |    |          |          |          |    |2018-12-29T21:10:13.958Z| 99.76071  |+55.57628  |     |      |   Gaia2|12    |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|A06 |       |    |          |          |          |    |2018-12-29T21:10:31.584Z| 99.76375  |+55.58011  |     |      |  USNOA2|11.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Z80 |       |    |          |          |          |    |2018-12-29T21:11:14.006Z| 99.76275  |+55.577    |     |      |   Gaia2|12.2  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|J38 |       |    |          |          |          |    |2018-12-29T21:11:14.784Z| 99.76758  |+55.57858  |     |      |  USNOA2|11.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Z80 |       |    |          |          |          |    |2018-12-29T21:12:13.968Z| 99.76475  |+55.57772  |     |      |   Gaia2|12.1  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|Z80 |       |    |          |          |          |    |2018-12-29T21:13:14.016Z| 99.76683  |+55.57844  |     |      |   Gaia2|12.1  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|Z80 |       |    |          |          |          |    |2018-12-29T21:14:14.064Z| 99.76888  |+55.57917  |     |      |   Gaia2|12    |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T21:36:33.696Z| 99.81162  |+55.60011  |     |      |   UCAC4|11.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T21:37:41.088Z| 99.81392  |+55.60089  |     |      |   UCAC4|11.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T21:38:46.752Z| 99.81612  |+55.60164  |     |      |   UCAC4|11.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T21:39:53.280Z| 99.81829  |+55.60244  |     |      |   UCAC4|11.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T21:40:59.808Z| 99.82058  |+55.60322  |     |      |   UCAC4|11.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T21:42:06.336Z| 99.82279  |+55.60403  |     |      |   UCAC4|11.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T21:43:12.864Z| 99.82492  |+55.60489  |     |      |   UCAC4|11.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T21:44:19.392Z| 99.82725  |+55.60564  |     |      |   UCAC4|11.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T21:45:25.920Z| 99.82946  |+55.60639  |     |      |   UCAC4|11.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T21:46:31.584Z| 99.83167  |+55.60717  |     |      |   UCAC4|11.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J01 |       |    |          |          |          |    |2018-12-29T21:55:18.624Z| 99.8575   |+55.61119  |     |      |  USNOA2|11.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|213 |       |    |          |          |          |    |2018-12-29T22:02:57.408Z| 99.86983  |+55.61814  |     |      |  USNOA2|12    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J01 |       |    |          |          |          |    |2018-12-29T22:17:54.240Z| 99.90296  |+55.62742  |     |      |  USNOA2|11.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J01 |       |    |          |          |          |    |2018-12-29T22:40:40.224Z| 99.94875  |+55.64381  |     |      |  USNOA2|11.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T22:44:19.680Z| 99.94725  |+55.64769  |     |      |   UCAC4|11.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T22:45:27.072Z| 99.9495   |+55.6485   |     |      |   UCAC4|11.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T22:46:32.736Z| 99.95171  |+55.64925  |     |      |   UCAC4|11.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T22:47:40.128Z| 99.95388  |+55.64992  |     |      |   UCAC4|11.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T22:48:45.792Z| 99.95613  |+55.65072  |     |      |   UCAC4|11.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T22:49:53.184Z| 99.95838  |+55.6515   |     |      |   UCAC4|11.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T22:50:57.984Z| 99.96054  |+55.65231  |     |      |   UCAC4|11.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T22:52:05.376Z| 99.96271  |+55.65311  |     |      |   UCAC4|11.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T22:53:11.040Z| 99.96496  |+55.65383  |     |      |   UCAC4|11.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-29T22:54:16.704Z| 99.96717  |+55.65456  |     |      |   UCAC4|11.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G26 |       |    |          |          |          |    |2018-12-30T11:14:13.344Z|101.55112  |+56.12697  |     |      |   Gaia2|11.8  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G26 |       |    |          |          |          |    |2018-12-30T14:10:31.296Z|101.9075   |+56.24508  |     |      |   Gaia2|10.8  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K14 |       |    |          |          |          |    |2018-12-30T18:39:18Z    |102.47113  |+56.39605  |0.18 |0.19  |   URAT1|13.3  |0.15  |   V|   URAT1| 7.6  |1.58  |  20|0.23  |     |                                                                        
    46P|   0046P| CCD|K14 |       |    |          |          |          |    |2018-12-30T18:46:26Z    |102.48546  |+56.40065  |0.18 |0.22  |   URAT1|13.4  |0.17  |   V|   URAT1| 7.6  |1.49  |  20|0.24  |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T18:46:34.176Z|102.48375  |+56.40258  |     |      |   UCAC4|10    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T18:47:39.840Z|102.48567  |+56.40331  |     |      |   UCAC4| 9.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T18:48:47.232Z|102.48808  |+56.40394  |     |      |   UCAC4| 9.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T18:49:52.896Z|102.49033  |+56.40464  |     |      |   UCAC4| 9.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T18:50:59.424Z|102.49267  |+56.40533  |     |      |   UCAC4| 9.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T18:52:05.952Z|102.49492  |+56.40614  |     |      |   UCAC4|10.1  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T18:53:11.616Z|102.49708  |+56.40675  |     |      |   UCAC4| 9.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K14 |       |    |          |          |          |    |2018-12-30T18:53:34Z    |102.50025  |+56.40521  |0.18 |0.19  |   URAT1|13.3  |0.17  |   V|   URAT1| 7.6  |1.52  |  20|0.21  |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T18:54:19.008Z|102.49925  |+56.40753  |     |      |   UCAC4| 9.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T18:55:24.672Z|102.50154  |+56.40822  |     |      |   UCAC4| 9.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T18:56:31.200Z|102.50383  |+56.40886  |     |      |   UCAC4| 9.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|A77 |       |    |          |          |          |    |2018-12-30T20:20:50.784Z|102.67317  |+56.45975  |     |      |   UCAC4|11.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|A77 |       |    |          |          |          |    |2018-12-30T20:26:00.096Z|102.68442  |+56.46281  |     |      |   UCAC4|11.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|A77 |       |    |          |          |          |    |2018-12-30T20:38:44.736Z|102.70838  |+56.4715   |     |      |   UCAC4| 9.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T20:57:02.016Z|102.74233  |+56.48414  |     |      |   UCAC4|10    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T20:58:07.680Z|102.74471  |+56.48492  |     |      |   UCAC4| 9.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T20:59:14.208Z|102.74679  |+56.4855   |     |      |   UCAC4| 9.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T21:00:20.736Z|102.74883  |+56.48619  |     |      |   UCAC4| 9.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T21:01:27.264Z|102.75104  |+56.48694  |     |      |   UCAC4| 9.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T21:02:33.792Z|102.75321  |+56.48753  |     |      |   UCAC4| 9.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T21:03:40.320Z|102.75538  |+56.48819  |     |      |   UCAC4| 9.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T21:04:46.848Z|102.75746  |+56.48892  |     |      |   UCAC4| 9.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T21:05:53.376Z|102.75971  |+56.48958  |     |      |   UCAC4| 9.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T21:06:59.040Z|102.76196  |+56.49025  |     |      |   UCAC4| 9.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T22:05:51.072Z|102.87633  |+56.52556  |     |      |   UCAC4|10.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T22:06:57.600Z|102.87833  |+56.52608  |     |      |   UCAC4|10.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T22:08:04.128Z|102.88042  |+56.52675  |     |      |   UCAC4|10.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T22:09:09.792Z|102.88258  |+56.52747  |     |      |   UCAC4|10.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T22:10:17.184Z|102.88471  |+56.52803  |     |      |   UCAC4|10.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T22:11:22.848Z|102.88683  |+56.52867  |     |      |   UCAC4|10.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T22:12:29.376Z|102.88896  |+56.52942  |     |      |   UCAC4|10.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T22:13:35.904Z|102.89121  |+56.52997  |     |      |   UCAC4|10.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T22:14:41.568Z|102.89321  |+56.53064  |     |      |   UCAC4|10.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2018-12-30T22:15:48.960Z|102.89542  |+56.53128  |     |      |   UCAC4|10.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J01 |       |    |          |          |          |    |2018-12-30T23:04:14.592Z|102.99808  |+56.55842  |     |      |  USNOA2|12    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J01 |       |    |          |          |          |    |2018-12-30T23:27:09.216Z|103.04233  |+56.57167  |     |      |  USNOA2|12    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J01 |       |    |          |          |          |    |2018-12-30T23:45:36.864Z|103.07783  |+56.58239  |     |      |  USNOA2|12    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|H06 |       |    |          |          |          |  0U|2018-12-31T05:48:06.336Z|103.82063  |+56.78453  |     |      |   Gaia2|12.7  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|H06 |       |    |          |          |          |  0U|2018-12-31T05:51:25.920Z|103.82717  |+56.78631  |     |      |   Gaia2|12.7  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|H06 |       |    |          |          |          |  0U|2018-12-31T05:54:06.624Z|103.83213  |+56.78772  |     |      |   Gaia2|12.7  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|H06 |       |    |          |          |          |  0U|2018-12-31T05:56:36.096Z|103.83733  |+56.78911  |     |      |   Gaia2|12.1  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G26 |       |    |          |          |          |    |2018-12-31T11:13:18.048Z|104.49429  |+56.94275  |     |      |   Gaia2|12.2  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G26 |       |    |          |          |          |    |2018-12-31T12:52:25.824Z|104.68967  |+56.99894  |     |      |   Gaia2|11.6  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|367 |       |    |          |          |          |    |2018-12-31T12:55:54.912Z|104.68817  |+57.00522  |     |      |   UCAC3|      |      |    |        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|367 |       |    |          |          |          |    |2018-12-31T12:58:50.304Z|104.69363  |+57.00681  |     |      |   UCAC3|      |      |    |        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|367 |       |    |          |          |          |    |2018-12-31T13:01:44.832Z|104.69925  |+57.00839  |     |      |   UCAC3| 7.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|H06 |       |    |          |          |          |  0U|2019-01-01T07:49:37.632Z|106.89492  |+57.54033  |     |      |   Gaia2|12.7  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|H06 |       |    |          |          |          |  0U|2019-01-01T07:52:14.016Z|106.89954  |+57.5415   |     |      |   Gaia2|12.7  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|D95 |       |    |          |          |          |    |2019-01-01T10:42:07.488Z|107.25588  |+57.60444  |     |      |   UCAC4| 4.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|D95 |       |    |          |          |          |    |2019-01-01T10:49:20.352Z|107.26933  |+57.60783  |     |      |   UCAC4|      |      |    |        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|D95 |       |    |          |          |          |    |2019-01-01T11:01:35.616Z|107.29208  |+57.61361  |     |      |   UCAC4|      |      |    |        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G26 |       |    |          |          |          |    |2019-01-01T11:12:55.584Z|107.318    |+57.61256  |     |      |   Gaia2|11.8  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|G26 |       |    |          |          |          |    |2019-01-01T12:38:45.024Z|107.48063  |+57.65325  |     |      |   Gaia2|12.7  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T18:11:02.688Z|108.11196  |+57.78356  |     |      |   UCAC4|10.3  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T18:12:09.216Z|108.11387  |+57.784    |     |      |   UCAC4|10.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T18:13:15.744Z|108.11596  |+57.78442  |     |      |   UCAC4|10.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T18:14:22.272Z|108.118    |+57.78497  |     |      |   UCAC4|10.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T18:15:28.800Z|108.12025  |+57.78556  |     |      |   UCAC4|10.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T18:16:35.328Z|108.12233  |+57.78594  |     |      |   UCAC4|10.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T18:17:40.992Z|108.12433  |+57.78647  |     |      |   UCAC4|10.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T18:18:48.384Z|108.12637  |+57.78703  |     |      |   UCAC4|11    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Z36 |       |    |          |          |          |    |2019-01-01T18:39:36.864Z|108.16817  |+57.79303  |     |      |   UCAC4|12.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Z36 |       |    |          |          |          |    |2019-01-01T18:43:26.688Z|108.17554  |+57.79475  |     |      |   UCAC4|12.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|Z36 |       |    |          |          |          |    |2019-01-01T18:50:26.592Z|108.18875  |+57.79789  |     |      |   UCAC4|12.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T19:31:04.800Z|108.25987  |+57.81878  |     |      |   UCAC4|11.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T19:32:11.328Z|108.26196  |+57.81928  |     |      |   UCAC4|11.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T19:33:17.856Z|108.26392  |+57.81969  |     |      |   UCAC4|11.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T19:34:24.384Z|108.266    |+57.82022  |     |      |   UCAC4|11.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T19:35:30.048Z|108.26804  |+57.82072  |     |      |   UCAC4|11.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T19:36:36.576Z|108.27     |+57.82125  |     |      |   UCAC4|11.4  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T19:37:43.104Z|108.27208  |+57.82167  |     |      |   UCAC4|11.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T19:38:49.632Z|108.27412  |+57.82217  |     |      |   UCAC4|11.5  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T20:27:10.080Z|108.36179  |+57.84289  |     |      |   UCAC4|11.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T20:28:15.744Z|108.36371  |+57.84336  |     |      |   UCAC4|11.9  |      |   R|        |      |      |    |      |     |                                                                        
