# version=2017
provID     |  trkSub|mode|stn |prog|obsTime                 | ra        |dec        |rmsRA  |rmsDec |rmsCorr|  astCat|mag   |rmsMag|band| photCat|photAp|logSNR| exp|rmsFit|notes|remarks                              
2024 PT5   | A119HJW| CCD|T05 |    |2024-08-13T09:32:07.61Z |271.66345  | +1.47876  |0.374  |0.546  |-0.423 |   Gaia2|17.71 |0.071 |  Ao|        |      |1.149 |    |      |     |atlas_T05/T8706830/D1231268391       
2024 PT5   | A119q0V| CMO|Q06 |    |2024-08-13T11:52:59.837Z|271.819379 | +2.110169 |       |       |       |  ATLAS2|17.6  |      |   V|        |      |      |    |      |K    |                                     
2024 PT5   | A119q0V| CMO|Q06 |    |2024-08-13T12:03:52.934Z|271.791667 | +2.167381 |       |       |       |  ATLAS2|18    |      |   V|        |      |      |    |      |K    |                                     
2024 PT5   | A119q0V| CMO|Q06 |    |2024-08-13T12:14:45.773Z|271.764238 | +2.224556 |       |       |       |  ATLAS2|18.4  |      |   V|        |      |      |    |      |K    |                                     
2024 PT5   | A119q0V| CCD|L01 |    |2024-08-13T19:39:11.923Z|271.54296  | +4.43531  |       |       |       |  Gaia3E|18    |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   | A119q0V| CCD|L01 |    |2024-08-13T19:41:26.621Z|271.53792  | +4.44656  |       |       |       |  Gaia3E|17.9  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   | A119q0V| CCD|L01 |    |2024-08-13T19:43:41.059Z|271.53296  | +4.45778  |       |       |       |  Gaia3E|18.2  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   | A119q0V| CCD|G19 |    |2024-08-13T20:01:32Z    |271.50205  | +4.51183  |0.18   |0.21   |       |  ATLAS2|18.4  |0.14  |  Sg|  ATLAS2| 8.1  |1     | 475|0.15  |K    |                                     
2024 PT5   | A119q0V| CCD|G19 |    |2024-08-13T20:12:35Z    |271.47947  | +4.56688  |0.15   |0.18   |       |  ATLAS2|18.2  |0.16  |  Sg|  ATLAS2| 8.1  |1.06  | 465|0.12  |K    |                                     
2024 PT5   | A119q0V| CCD|104 |    |2024-08-13T20:19:27.667Z|271.47108  | +4.64467  |       |       |       |   Gaia2|17.9  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   | A119q0V| CCD|104 |    |2024-08-13T20:25:01.171Z|271.45871  | +4.67239  |       |       |       |   Gaia2|17.9  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   | A119q0V| CCD|G19 |    |2024-08-13T20:32:52Z    |271.43826  | +4.66778  |0.18   |0.27   |       |  ATLAS2|18.4  |0.33  |  Sg|  ATLAS2| 8.1  |1.03  | 842|0.23  |K    |                                     
2024 PT5   | A119q0V| CCD|G19 |    |2024-08-13T20:52:37Z    |271.3987   | +4.7653   |0.26   |0.23   |       |  ATLAS2|18.2  |0.12  |  Sg|  ATLAS2| 8.1  |1.02  | 842|0.26  |K    |                                     
2024 PT5   | A119q0V| CCD|G19 |    |2024-08-13T21:21:49Z    |271.34152  | +4.90912  |0.24   |0.25   |       |  ATLAS2|18.5  |0.17  |  Sg|  ATLAS2| 8.1  |0.86  | 333|0.1   |K    |                                     
2024 PT5   | A119q0V| CCD|G19 |    |2024-08-13T21:29:35Z    |271.32678  | +4.94721  |0.21   |0.22   |       |  ATLAS2|18.3  |0.13  |  Sg|  ATLAS2| 8.1  |0.94  | 323|0.13  |K    |                                     
2024 PT5   | A119q0V| CCD|K83 |    |2024-08-13T23:54:52.416Z|271.05804  | +5.69133  |       |       |       |  Gaia3E|16.5  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   | A119q0V| CCD|K83 |    |2024-08-13T23:58:24.960Z|271.05321  | +5.708    |       |       |       |  Gaia3E|17.8  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   | A119q0V| CCD|J95 |    |2024-08-14T20:56:56.20Z |270.58432  |+11.40604  |0.34   |0.34   |       |   Gaia2|18.2  |0.18  |   G|   Gaia2| 7.5  |0.88  | 120|0.18  |K    |                                     
2024 PT5   | A119q0V| CCD|J95 |    |2024-08-14T21:00:16.71Z |270.57811  |+11.42011  |0.16   |0.17   |       |   Gaia2|18.2  |0.13  |   G|   Gaia2| 7.5  |1.31  | 120|0.17  |K    |                                     
2024 PT5   | A119q0V| CCD|G02 |    |2024-08-14T21:02:31.200Z|270.46871  |+11.43689  |       |       |       |  Gaia3E|18.3  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   | A119q0V| CCD|J95 |    |2024-08-14T21:02:46.09Z |270.57353  |+11.43063  |0.17   |0.18   |       |   Gaia2|18.1  |0.14  |   G|   Gaia2| 7.5  |1.23  | 120|0.17  |K    |                                     
2024 PT5   | A119q0V| CCD|J95 |    |2024-08-14T21:05:58.89Z |270.56764  |+11.44417  |0.17   |0.18   |       |   Gaia2|18.3  |0.15  |   G|   Gaia2| 7.5  |1.07  | 112|0.18  |K    |                                     
2024 PT5   | A119q0V| CCD|G02 |    |2024-08-14T21:07:37.056Z|270.45992  |+11.45806  |       |       |       |  Gaia3E|17.8  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   | A119q0V| CCD|G02 |    |2024-08-14T21:12:43.776Z|270.45121  |+11.47911  |       |       |       |  Gaia3E|18    |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   | A119q0V| CMO|Y89 |    |2024-08-14T22:30:04.493Z|270.421679 |+11.855247 |       |       |       |  ATLAS2|18.5  |      |   V|        |      |      |    |      |K    |                                     
2024 PT5   | A119q0V| CMO|Y89 |    |2024-08-14T22:37:05.520Z|270.408042 |+11.883922 |       |       |       |  ATLAS2|17.9  |      |   V|        |      |      |    |      |K    |                                     
2024 PT5   | A119q0V| CMO|Y89 |    |2024-08-14T22:44:01.018Z|270.394696 |+11.912008 |       |       |       |  ATLAS2|18.5  |      |   V|        |      |      |    |      |K    |                                     
2024 PT5   | ABC0101| CMO|M49 |  03|2024-08-15T18:01:28Z    |270.07596  |+16.94552  |0.27   |0.29   |       |  ATLAS2|18.6  |0.21  |  Vj|  ATLAS2| 6.1  |0.9   | 362|0.26  |K    |                                     
2024 PT5   | ABC0101| CMO|M49 |  03|2024-08-15T18:08:08Z    |270.06106  |+16.97116  |0.24   |0.27   |       |  ATLAS2|18.3  |0.23  |  Vj|  ATLAS2| 6.1  |0.96  | 350|0.25  |K    |                                     
2024 PT5   | K24P05T| CCD|G34 |    |2024-08-15T20:09:57.341Z|269.82271  |+16.90539  |       |       |       |   Gaia2|18.4  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   |        | CMO|K87 |    |2024-08-15T20:14:02Z    |269.83208  |+16.92738  |0.23   |0.24   |       |  Gaia3E|18.5  |0.27  |   G|  Gaia3E| 5.9  |0.98  | 692|0.21  |K    |                                     
2024 PT5   | K24P05T| CCD|G34 |    |2024-08-15T20:20:03.610Z|269.80538  |+16.9415   |       |       |       |   Gaia2|18.1  |      |   G|        |      |      |    |      |K    |                                     
2024 PT5   | K24P05T| CCD|G34 |    |2024-08-15T20:23:25.613Z|269.79975  |+16.9535   |       |       |       |   Gaia2|18.3  |      |   G|        |      |      |    |      |K    |                                     
